recommendationid,voted_up,playtime_h,content,overall_sentiment,emotion,key_phrase,confidence,needs_verification,aspect_graphics_sentiment,aspect_gameplay_sentiment,aspect_story_sentiment,aspect_performance_sentiment,aspect_value_sentiment,aspect_graphics_evidence,aspect_gameplay_evidence,aspect_story_evidence,aspect_performance_evidence,aspect_value_evidence,keywords
196603401,1,72.2,이런 갓게임 많이 없습니다.,POSITIVE,JOY,갓겜이라 칭찬,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,갓게임,,,,갓게임@content
196600712,1,87.6,dlc 크래쉬 나는 분들은 mod 지우세요. 그래야 실행됩니다 ㅠ. 게임은 잼있어요 ㅋㅋ,POSITIVE,SATISFACTION,"DLC 크래쉬 해결법, 게임은 재밌음",0.80,false,NONE,POSITIVE,NONE,NEGATIVE,NONE,,게임은 잼있어요,,dlc 크래쉬,,dlc@content|크래쉬@technical|mod@technical
196600477,1,282.3,"프롬류 찍먹만 하다 P구라로 제대로 쏘울입문 클리어 후  찍먹하던 세키로 엘든링도 클리어 그야말로 인생겜 등극. 본편 3회차 . DLC 2회차 끝내고, 보스 재대결도 또한 성취감 개 쩌네요.  쏘울류 중엔 세키로나 P구라 처럼 패링 필수에 맛있게 맵고, 비교적 친절하고  스피디한 겜이 재미있네요. 빨리 후속작 나오기만을 기다릴 뿐.",POSITIVE,JOY,"인생겜 등극, 맵고 스피디한 겜 선호",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,인생겜 등극,,,,인생겜@content|패링@gameplay|후속작@community
196596449,1,62.0,"갓겜  [Intel CPU - video memory 에러]  실행 옵션으로 -dx11 추가  [Xbox 게임 패스 세이브 데이터 가져오기]  1. Xbox에서 P의 거짓 구매 > 설치 > 실행 후 다음 경로에서 각 폴더 안에 있는 파일 복사  C:\Users\[사용자명]\AppData\Local\Packages\Neowiz.3616725F496B_r4z3116tdh636\SystemAppData\wgs\ [ID]00000000000000000000000000007B71E406  2. 스팀 설치 경로 > Saved\SaveGames\에  (1회차 엔딩 기준) 파일 크기가 25KB 정도인 것 2개를 Account_1.sav, Account_2.sav로 복사, 파일 크기가 500KB 정도인 것 2개를 SaveData-1_Character_1.sav, SaveData-1_Character_2.sav로 복사.  3. Xbox 게임 환불  근데 나 2회차 초반에 주차해놨네...",MIXED,NEUTRAL,"갓겜, 에러 해결법 공유, 2회차 주차",0.85,false,NONE,POSITIVE,NONE,NEGATIVE,NONE,,갓겜,,Intel CPU - video memory 에러,,갓겜@content|에러@technical|세이브@technical
196592358,1,70.3,DLC가 나왔군요!,POSITIVE,SURPRISE,DLC 출시 인지,0.70,true,NONE,NONE,NONE,NONE,NONE,,,,,,DLC@content
196283761,1,48.3,막는 즐거움이 있음. 몬스터헌터로 인해서 피하는 것만 하다가 막는것으로 진행 하는 게임은 처음이었음.    사실 적응하는데 시간이 많이 걸리기는 하지만 적응 하면 그때부터는 진행 할 수 있음,POSITIVE,JOY,막는 즐거움이 있는 게임,0.80,false,NONE,POSITIVE,NONE,NONE,NONE,,"막는 즐거움, 적응 후 진행 가능",,,,막는@content|몬스터헌터@other
196280790,1,57.6,[h1] 경찰봉 자루는 신이고 살아있는 인형 도끼날은 무적이다. [/h1]  2025.05.31 1회차 완료 [spoiler] 이름없는 인형 [/spoiler] 이랑 토끼단 2차전 빼곤 모든 보스 쉽게 쉽게 잡음  필드 탐험하는 맛은 다른 소울라이크 보단 떨어지지만 보스전이 재밌고 bgm이 매우 좋음.  경찰봉 자루가 너무 리치가 짧아서 불편하거나 마음에 안드는 사람에겐  소방관 도끼 자루에 자기가 좋아하는 칼날을 달아서 사용하면 매우 편하게 진행 가능.  도전과제 100% 드가자~  2025.06.28  [h1] 도전과제 100% 달성.  [/h1] DLC 엔딩 보고 바로 본편 엔딩까지 쭉달리고 세이브 파일 백업해서 반복 회차 플레이를 줄임.   100펴 찍으면서 문서 다 읽고 DLC 문서 다 읽고 스토리 음미하니깐 난이도가 개높아서 빡쳣던게 사라짐 진짜 재밌게 했고 로미오랑 카를로 레아 스토리라인 좋았음.   [spoiler]  DLC 끝나고 본편 왔을때 DLC 엔딩때문에 인형의,POSITIVE,SATISFACTION,"보스전 재미, 스토리 좋음",0.90,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,"보스전이 재밌고, 쉽게 잡음","로미오, 카를로, 레아 스토리라인 좋음",,진짜 재밌었다,보스전@content|스토리@content|도전과제@content
196088286,1,31.4,소울라이크는 기본만 지키면 재밌는데    꽤 재밌네요,POSITIVE,JOY,소울라이크 기본만 지켜도 재밌다,0.70,true,NONE,POSITIVE,NONE,NONE,NONE,,꽤 재밌네요,,,,소울라이크@content
195968566,1,178.5,고통과 인내를 감당할 수 있다면 강추하는 게임 전 개인적으로 너무 재밌게 플레이했네요.,POSITIVE,JOY,고통 감당 가능하면 강추,0.80,false,NONE,POSITIVE,NONE,NONE,NONE,,너무 재밌게 플레이했네요,,,,재미@content
195937660,1,41.1,재밌어요 소울류 입문작으로도 좋은거같아요 추천추천,POSITIVE,JOY,소울류 입문작으로 추천,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,"재밌어요, 입문작으로도 좋음",,,,소울류@content|입문@other
196520107,1,155.5,컴퓨터 구매할 때 이벤트로 스팀게임을 처음 이게임으로 시작 했는데 재미있었습니다.  소울 이게임으로 입문했는데 맛 들림. DLC 기다리는 중,POSITIVE,JOY,소울류 입문작으로 재미있었음,0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,재미있었습니다. 소울류 입문,,,컴퓨터 구매 이벤트로 시작,소울류@content|재미@content|DLC@content
196516515,1,36.0,"분위기, 타격감, 조작감, UI, 분량 대단히 만족스러움. 게임으로서 갖춰야하는 소양은 대부분 갖추고 있다고 할수가 있는데, 역시 블러드본 같은 좋은 가이드 라인이 있었기 때문이라 생각함. 아류라고 해도 이정도 성과를 내는것은 쉽지않다는 것은 해보면 알거임. 다만 스콜라 스러운 부분이 맵에 좀 섞여있다는 느낌을 받을 수 있는데 뭐 좀 적응되면 거슬리는 정도는 아님. 사실상 소울류 TOP5 안에 드는 작품이라고 생각함.",POSITIVE,SATISFACTION,블러드본 아류작이지만 훌륭함,0.95,false,POSITIVE,POSITIVE,NONE,NONE,NONE,분위기 만족,"타격감, 조작감 만족",,,,타격감@content|조작감@technical|분위기@content
196440515,1,90.6,매우 재밌음. 깔끔함.,POSITIVE,JOY,매우 재밌고 깔끔함,0.80,false,NONE,POSITIVE,NONE,POSITIVE,NONE,,매우 재밌음,,깔끔함,,재미@content|깔끔@technical
196366799,1,425.0,말이 필요할까?!,POSITIVE,JOY,말이 필요 없음,0.70,true,NONE,NONE,NONE,NONE,NONE,,,,,,
196297984,1,31.0,동행 소환해서 도발큐브 먹고 뒤에서 투척물만 써도 1회차 최종보스까지 클리어 가능  2회차 컨셉 정하면 다시 플레이 간다,POSITIVE,SATISFACTION,"쉬운 클리어 가능, 2회차 준비",0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,쉽게 클리어 가능,,,,클리어@content|컨셉@content
195896445,1,148.9,디엘씨 언제나와 ㅅ 1바 꺼,NEGATIVE,ANGER,DLC 출시 지연에 대한 불만,0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,디엘씨 언제나와,,,,DLC@content
195776070,1,38.5,스토리 몰입도 개좋음 소울류 입문작. 뒤지게 어렵긴함 재밌음 그래도,POSITIVE,JOY,스토리 몰입도 좋고 재미있는 소울류 입문작,0.95,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,재밌음,스토리 몰입도 개좋음,,,스토리@content|소울류@content
195761345,1,37.7,건물들이 다 비슷비슷해서 길찾기 빡샌거 빼면 괜찮은거같아요,MIXED,NEUTRAL,길찾기 어렵지만 전반적으로 괜찮음,0.80,false,NONE,NEGATIVE,NONE,NONE,POSITIVE,,길찾기 빡샌거,,,괜찮은거같아요,길찾기@content
195732361,1,60.6,꽉 막힌 한국의 게임업계에 새로운 활기를 불어넣을수 있는 기회를 선물하다,POSITIVE,SATISFACTION,한국 게임업계에 활기를 불어넣을 기회,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,새로운 활기를 불어넣을수 있는 기회,,,,게임업계@community|활기@other
195695894,1,86.9,도전과제 100% 달성까지 지루하지 않고 재밌게 플레이 할 수 있었습니다.,POSITIVE,JOY,"도전과제 100% 달성, 지루함 없이 재밌음",0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,지루하지 않고 재밌게 플레이,,,,도전과제@content|재미@content
195623969,1,52.1,재밋어요. 정말 잘 즐겼어요,POSITIVE,JOY,재미있게 즐겼음,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,재밋어요,,,,재미@content
195620583,1,71.4,엇박자 패턴도 초반에는 힘들었지만 하다보면 금방 적응이 되서 재밌게 전투를 즐겼습니다. 레벨의 구성도 직관적이고 절제된 느낌이었고 친절한 세이브 포인트 덕에 큰 스트레스는 없이 잘 플레이한거 같습니다.   그러니 빨리 DLC 출시좀,POSITIVE,SATISFACTION,"전투 재미, DLC 기대",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,전투를 즐겼습니다,,,,전투@content|DLC@content
195491264,1,29.3,소울류중에서 나쁘지 않은 게임.,POSITIVE,NEUTRAL,소울류 중 괜찮은 게임,0.80,false,NONE,POSITIVE,NONE,NONE,NONE,,나쁘지 않은 게임,,,,소울류@content
195418031,1,56.7,뭔가 단순하고 캐주얼한 느낌의 소율류 게임. 본가에서 느껴지는 답답함과 짜증나는 분노는 딱히 없었다. 소율류 입문용으로 좋을듯.,POSITIVE,SATISFACTION,캐주얼 소울류 입문용,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,단순하고 캐주얼한 느낌,,,,소울류@content|입문@content
195349592,1,110.7,"3가지 엔딩 때문에 3회차를 목표로 달렸습니다. 중요 쿼츠랑 무기 아뮬렛이 거의 다 풀리는 3회차부터는 초회차랑 다른 전투 감성을 느낄 수 있으니, 3회차까지는 해보시는 것을 권장합니다.  스토리 자체는 진부하지만, 스토리를 풀어가는 과정은 상당히 흥미롭습니다.  DLC가 정말 기다려지는 작품이었습니다.",POSITIVE,SATISFACTION,"3회차 권장, 스토리 흥미",0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,전투 감성을 느낄 수,스토리를 풀어가는 과정,,,스토리@content|전투@content|DLC@content
195220393,1,42.1,재미따 근데 막챕은 좀,POSITIVE,JOY,재밌지만 마지막 챕터는 아쉬움,0.80,false,NONE,POSITIVE,NEGATIVE,NONE,NONE,,재미따,막챕은 좀,,,재미@content|챕터@content
195199287,1,10.3,DLC도 기대중,POSITIVE,JOY,DLC에 대한 기대감 표현,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,DLC도 기대중,,,,DLC@content|기대@content
195157647,1,29.6,"분위기가 너무 내 취향이였음   소울식 액션도 나름 잘 구현했고, 스토리도 나름 볼만했다    투척 무기들이 정말 좋다. 쓰면 게임이 개편함ㅎㅎ",POSITIVE,SATISFACTION,"분위기, 액션, 스토리 만족",0.95,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,소울식 액션 잘 구현,스토리도 나름 볼만했다,,,분위기@content|액션@content|스토리@content
225838602,0,35.7,카메라 무빙 개억까 최적화안됨,NEGATIVE,ANGER,카메라 무빙과 최적화 문제,0.90,false,NONE,NEGATIVE,NONE,NEGATIVE,NONE,,카메라 무빙 개억까,,최적화안됨,,카메라@technical|최적화@technical
225125477,0,13.8,"원래 엔딩을 봐야 평가를 할 수 있다고는 생각 하지만, 중후반부 이후로부터 플레이하는 이유가 빨리 엔딩보고 평가하기 위해서가 되어버려서... 시간이 아까워서 그냥 안하는게 맞는거 같습니다.    게임이 일단 잘만들었는데... 재미가 너무 없습니다.    잘만든 부분은 분명합니다. 그래픽, 최적화가 너무좋고, 아트도 좋고, 편의성도 매우 매우 훌륭합니다. 좋습니다. 그런데 중반 이후 가장 중요한 레벨디자인이 ***이기 때문에 재미가 없습니다.    맵의 아트는 좋으나, 맵 디자인은 매우 좋지 않고, 몬스터 아트는 좋으나, 몬스터 디자인은 매우 좋지 않습니다. 마찬가지로 전투 애니메이션은 좋으나 전투 디자인이 좋지는 않습니다.     이 게임의 전투 디자인은 매우 방향성이 명확한데, 적을 만나면 일단 공격을 하는게 무조건 손해입니다. 공격을 해도 어차피 경직도가 없고, 엘리트/중간보스 몹은 그냥 회피를 해버리기 때문에 앞으로 처맞는 일만 남았습니다. 그럼 상대 공격을 유도해서 가드/퍼펙",NEGATIVE,DISAPPOINTMENT,"최적화, 그래픽은 좋지만 재미가 없음",0.90,false,POSITIVE,NEGATIVE,NONE,POSITIVE,NONE,"그래픽, 아트 좋고",재미가 너무 없습니다,,최적화가 너무좋고,,재미@content|그래픽@technical|최적화@technical
224955330,0,9.1,"다크 판타지 속 인형을 주제로 한 스토리와 분위기는 정말 좋았는데... 문제는 이게임이 소울류란것  블러드본, 세키로, 다크 소울들을 전부 섞어놨는데 오히려 이도저도 아닌 느낌  프롬 겜들 따라하려면 좋은 점들만 좀 가져오지 역겨운 길찾기 잡몹 배치 함정 이딴것들까지 똑같이 배껴놨음  프롬 겜들은 어려워도 재밌어서 엔딩까지 다봤는데 이겜은 그냥 저런거 마주칠때마다 짜증만남  패링 있다고 해서 기대했는데 느린 모션 무거운 조작감때매 못해먹겠네 걍 세키로나 더하러가는게 나을듯",NEGATIVE,ANGER,"소울류 짬뽕, 나쁜 점만 배낌",0.90,false,NONE,NEGATIVE,POSITIVE,NONE,NEGATIVE,,"느린 모션, 무거운 조작감때매 못해먹겠네",다크 판타지 속 인형을 주제로 한 스토리,,이도저도 아닌 느낌,소울류@content|조작감@technical|길찾기@content
224754092,0,22.0,꼭 이걸 돈주고 할 필요는 없는 게임 소울류 많이 안해봤으면 이겜은 시간 손해임 딴 겜하삼,NEGATIVE,DISAPPOINTMENT,"돈, 시간 아까운 게임",0.85,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,시간 손해임,,,돈주고 할 필요는 없는 게임,소울류@content|시간@value
224512904,0,7.5,소울류 P의 거짓으로 입문 했는데 제일 쉬운 단계도 처음에만 할만했지 피오코부터는 2시간 넘게 해도 못깨겠네요 너무 어려워요,NEGATIVE,DISAPPOINTMENT,"소울류 입문, 너무 어려움",0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,너무 어려워요,,,,소울류@content|난이도@technical
222996568,0,7.8,길이 왜케 악랄한겨,NEGATIVE,ANGER,악랄한 길찾기,0.95,false,NONE,NEGATIVE,NONE,NONE,NONE,,길이 왜케 악랄한겨,,,,길@content
222957771,0,98.8,개발자야 창의적으로 좀 설계합시다,NEGATIVE,ANGER,창의적인 설계 부족,0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,창의적으로 좀 설계합시다,,,,설계@technical|창의적@other
221718505,0,16.6,"[h1]소울류의 불쾌한 요소를 다 갖다 쳐박은 게임[/h1]   [h3]1.잡몹 숨겨두기[/h3] 잡몹을 존나게 숨겨놔서 아이템 뒤,상자 뒤,벽뒤 그냥 어딜가든 존나게 튀어나옴  심지어 하늘에서도 떨어짐 적당히 쳐만들어야지 3분에 한마리 꼴로 있음  [h3]2.중간보스 주변에 잡몹 깔기[/h3] 중간보스도 거의 보스급 체력 데미지 주고 주변에 잡몹들 4,5 마리 나오게 해서  오히려 보스전 보다 더 어려운 경우가 생김  [h3]3.보스방과 존나게 먼 세이브 지점[/h3] 맨 처음 보스와 4막 마지막 보스 제외하고 보스전에서 죽으면 30초~1분을 존나게 달려가야함 중간보스도 예외 없고  가는길에 스테미나 부족해서 걷다가 리젠된 몹한테 쳐맞는건 덤  [h3]4.차지 강공격을 무조건 맞춰야 되는 그로기 시스템[/h3] 그로기 게이지는 안알려주고 그로기 가능만 알려줌 참고로 가능 시간은 제한이 있고 그로기가 가능하더라도 적은 평소처럼 공격을 함 존나게 느린 차지 강공격 맞추세요  근데 그거",NEGATIVE,ANGER,소울류 불쾌한 요소만 모아놓은 게임,0.95,false,NONE,NEGATIVE,NONE,NEGATIVE,NEGATIVE,,소울류 불쾌한 요소 다 갖다 쳐박음,,"스테미나 부족, 몹한테 쳐맞음",개 ㅈ같은 플레이 타임 늘리기용 함정,잡몹@content|보스@content|패턴@content
221500832,0,1.1,소울라이크 장르 자체가 이제는 신선함이 없이 식상해 진걸까.. 더 진행 해야겠다는 흥미가 안생긴다. 환불을 판단하기에 2시간도 넉넉하게 길다. 미련없는 환불,NEGATIVE,DISAPPOINTMENT,"식상한 소울라이크, 흥미가 안 생김",0.80,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,신선함 없이 식상해 진걸까,,,미련없는 환불,소울라이크@content|환불@value
221046376,0,4.2,재미 없어 운이 좋았던 게임,NEGATIVE,DISAPPOINTMENT,"재미 없음, 운이 좋았던 게임",0.70,true,NONE,NEGATIVE,NONE,NONE,NONE,,재미 없어,,,,재미@content
220676104,0,33.9,rownjwqudtlsrpa,NEUTRAL,NEUTRAL,의미 없는 텍스트,0.10,true,NONE,NONE,NONE,NONE,NONE,,,,,,
220039761,0,33.1,필드 잡몹 ㅈ같이 배치한거 때문에 짜증남. 악의적인 배치 때문에 하기 싫어짐. 돈 아까워서 엔딩까지는 하겠지만 ㅈ같음. 보스가 어렵고 엇박인건 참겠다 ㄹㅇ로,NEGATIVE,ANGER,필드 잡몹 배치 때문에 짜증남,0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,필드 잡몹 ㅈ같이 배치,,,돈 아까워서 엔딩까지는 하겠지만,잡몹@content|보스@content
222503523,0,66.8,길찾기좀 편하게 만들어라 ㅡㅡ 다른건 다 재밌는데 왜 소울류는 다 길찾기에 불친절한지 이해가 안가네   지도라도 주던가,NEGATIVE,ANGER,"불친절한 길찾기, 지도 부재에 대한 불만",0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,"길찾기에 불친절, 지도라도 주던가",,,,길찾기@content
221842009,0,1.6,"이거 하다 보니까 스텔라 블레이드가 진짜 얼마나 잘 만든 갓겜인지 뼈저리게 느꼈다. 억지 호평들 다 걷어내고 보면 그냥 K-게임 개발력 밑천 다 드러나는 개노잼 겜임.  1. 스트레스만 유발하는 '벽 핥기' 강요와 쓰레기 보상 우회로랑 샛길을 쓸데없이 존나게 만들어놔서 맵 구석구석 다 뒤지고 다니게 만듦. 갈림길 나올 때마다 강박증 생길 지경인데, 이게 재미가 아니라 걍 불쾌한 스트레스임. 맵 안에 채워 넣을 콘텐츠가 그렇게 없었나? 이딴 게 진심으로 재밌을 거라 생각하고 기획한 거임? 진짜 빡치는 건 개고생해서 벽 핥고 템 먹어봤자 나오는 건 의미 없는 개잡템 쓰레기들뿐이라는 거다. 이따위로 맵 뒤지게 만들 거면 스탯을 올려주든가 코스튬이라도 주든가. 보상 설계 자체가 박살 났음.  2. 무지성 몹 복붙과 샌드백 보스 잡몹들은 패턴이 다 거기서 거기라 금방 질림. 잡몹 구간 뚫고 만난 보스라도 재밌으면 말을 안 하는데, 때려잡는 손맛도 없고 그냥 덩치만 큰 멍청이 샌드백 치는 기분",NEGATIVE,ANGER,"스텔라 블레이드와 비교, 낮은 완성도 혹평",0.95,false,NEGATIVE,NEGATIVE,NONE,NEGATIVE,NEGATIVE,"세키로보다 구린 퀄리티, 칙칙함","벽 핥기 강요, 몹 복붙, 샌드백 보스",,"끔찍한 최적화, 사펑보다 프레임 안나옴",쓸데없는 플탐 늘리기용 맵 디자인,최적화@technical|맵 디자인@content|보상@value
221748230,0,32.5,저장 기능을 안만든 이유가 뭐임? 자동 저장 때문에 버그걸려서 업적도 못깨고 ㅈ같네,NEGATIVE,ANGER,자동 저장 버그로 인한 업적 달성 불가,0.90,false,NONE,NEGATIVE,NONE,NEGATIVE,NONE,,자동 저장 버그로 업적 못 깸,,자동 저장 버그,,버그@technical|자동 저장@technical|업적@content
221748125,0,6.3,시간늘릴려고 맵에 유쾌하지도 않은 함정 도배를 해놓음 가드가 묘하게 느리고 구르기 모션은 선입력 들어가면 2번 구름 가드가 묘하게 느린데 즉발시전급 공격 시전하는 녀석도 있고 엇박까지 있어서 보고 판단이 안됨 그냥 보스 패턴을 전부 암기해야함 선모션 보고 예상 + 반응이 되야 손맛이 생기고 재미가 붙는건데 이거는 그냥 외우는게 답일 정도로 조작감 + 모션이 구림 보스 피통은 개 크고 세이브 포인트도 일부러 보스랑 떨어지게 해놔서 불쾌한 구간 진짜 장난 아님  아마 플탐땜에 이렇게 해놓은듯 맵도 꼬아놓은데다가 몹들은 피격 판정 무시 몹 들 즐비하고 스토리가 너무 매력적이고 분위기가 좋아서 해 볼려고 해도 진짜 불쾌해서 못하겠음,NEGATIVE,DISAPPOINTMENT,"불쾌한 함정, 조작감, 세이브 위치 불만",0.90,false,NONE,NEGATIVE,POSITIVE,NONE,NEGATIVE,,"함정 도배, 느린 가드, 구린 조작감",스토리가 너무 매력적,,세이브 포인트가 보스랑 떨어져있음,조작감@technical|함정@content|스토리@content
221725419,0,23.9,중반부까진 재밌으나 후반부는 필드에 엘리트 몹으로 가득 차 있으면서 맵이 길어 피로도 만 높은 재미 없는 상황이 이어고 보스도 그리 매력적이지 않습니다. 거기에 차지 공격을 무조건 맞춰야 하는 이해 안 되는 그로기 시스템이 있어서 비추천 합니다. 다만 최종 보스는 매력 있어서 아쉽긴 합니다.,MIXED,DISAPPOINTMENT,"후반부 지루함, 그로기 시스템 불만",0.85,false,NONE,NEGATIVE,NONE,NONE,NONE,,"엘리트 몹, 긴 맵, 그로기 시스템",,,,엘리트 몹@content|그로기@content|보스@content
219898794,0,20.0,개인적으로 이 게임만의 차별성을 딱히 느끼지 못했다 그리고 보스들이 엇박이 왜 이리많냐  ★★★ (3/5),NEGATIVE,DISAPPOINTMENT,"차별성 부족, 엇박 보스",0.80,false,NONE,NEGATIVE,NONE,NONE,NONE,,차별성을 딱히 느끼지 못했다,,,,차별성@content|보스@content
219611198,0,1.7,"액션게임인데 평타 3번 치면 스테미나 다 떨어져서 멍때리거나 피해서 스테미나 다시 채우고 공격해야하는 답답한 게임. 이 부분은 소울류라 그렇다 쳐도 그래픽 최적화도 문제라 25년 발매 그래픽카드인데도 오락실 게임기마냥 화면에 줄이 그어지질 않나, 모션 자체가 인형임을 나타내려고 하는건지 삐걱거려서 더 답답하게 느껴짐.",NEGATIVE,ANGER,"스테미나 부족, 그래픽 문제, 삐걱거림",0.90,false,NEGATIVE,NEGATIVE,NONE,NEGATIVE,NONE,화면에 줄이 그어짐,"스테미나 부족, 답답함",,최적화 문제,,스테미나@gameplay|그래픽@technical|최적화@technical
219089915,0,28.9,락온 진짜 쓰레기 같이 되어있는데 하실분은 고통받으면서 하세요 개쓰레기겜,NEGATIVE,ANGER,락온 시스템 문제,0.85,false,NONE,NEGATIVE,NONE,NONE,NONE,,락온 쓰레기,,,,락온@gameplay
219048795,0,11.9,성 프란젤리코 대성당 예배당 너무 ㅈ같음. 소울라이크를 보스가 아니라 레벨디자인 때문에 접고 싶을 줄 몰랐다. 투척물 쓰라고 ㅈ같이 만든 건 알겠는데 투척물을 아직 안 팔잖아!!! 테르밋 파밍하러 돌아다니는 것도 너무 피로하고 지루하다. 몬스터 다 잡고 나서 점프 때문에 몇 번 죽으니까 짜증나서 그만 하고 싶다. 이건 다크 소울처럼 내 실력 때문에 죽는 게 아니라 겜을 ㅈ같이 만들어서 죽는 거 같아.,NEGATIVE,ANGER,"레벨 디자인 불만, 투척물 강요",0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,레벨 디자인 문제,,,,레벨 디자인@content|투척물@gameplay
218559869,0,27.4,최적화가 이상해요 좀 진행하면 플레이가 불가능할 정도로 스터터링 개심함,NEGATIVE,DISAPPOINTMENT,"최적화 문제, 스터터링 심각",0.95,false,NONE,NONE,NONE,NEGATIVE,NONE,,,,"최적화 이상, 스터터링 심함",,최적화@technical|스터터링@technical
218002301,0,257.6,"확실히 잘 만든 게임이고 전반적으로는 재밌는데 검토단 2차 보스전이 정말 최악임  1. 다인전이라곤 해도 어차피 한 번에 한 명이랑 싸움. 나머지 두 명의 역할은 겐세이나 넣으며 순전히 플레이어를 짜증나게 하는 것 뿐.  2. 맵도 어둡고 전투광이나 막내는 공격 선모션도 지나치게 짧고 몸집도 작아서 전반적으로 잘 안 보임. 따라서 패링하기가 너무 힘든데, 패링하는 재미라도 없으면 도대체 이 게임 전투의 장점이 뭔지 모르겠음. 3. 2페이즈 큰형의 숙련도를 쌓으려면 이 재미없고 짜증나는 1페이즈 세 명과의 전투를 계속 반복해야 함.  4. 여전히 컨트롤 안 되는 락온. 어떤 설정을 해봐도 중요할 때 한두번씩 돌아가서 육성으로 욕나오게 함.  나름대로 합리적인 다대일 전투를 위한 배려는 읽을 수 있었습니다만 그것들이 무색해지는 느낌입니다.순수하게 지루하고 짜증나서 게임을 몇 번이나 껐는지 모르겠네요. 그래도 이름없는 인형은 봐야하지 않겠나라는 생각으로 계속 도전은 하고 있습니다만.. 도",NEGATIVE,ANGER,"검토단 2차 보스전, 락온 때문에 스트레스",0.90,false,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,맵이 어둡고 잘 안 보임,"검토단 2차 보스전 최악, 락온 문제",,컨트롤 안 되는 락온,,보스전@content|락온@technical|짜증@other
217919539,0,19.8,"[h1]모든 부분에서 세키로의 열화판.[/h1]     패링은 굉장히 어려우며 매우 짧은 타이밍이므로 맞추기 어려움. 실패시 가드임에도 피가 깎기며, 스테미나를 사용하기 때문에 패링을 해야하는데 패링을 하고싶지가 않아짐. 그렇다고 회피가 쉽냐? 회피는 더욱 빡빡하게 설계되어있으며 대부분 실패함.     이런 불합리한 패링 구조를 가지고 있는 게임임에도 패링시에 [b]아무런 리턴이 존재하지 않음.[/b] 그저 눈에 보이지도 않는 그로기 수치가 올라가는 것 뿐. 가드가 불가능(즉 패링 실패시 그대로 처맞는) 패턴이 잡몹에도 득시글하게 들어가 있음에도, 가드불가 패턴을 패링해도 전혀 멈칫하거나 경직을 먹는 리턴값이 존재하지 않아 게임을 하면할수록 짜증만 남.     적들의 공격은 굉장히 빠르며 특히 공격 타격시에는 패턴을 외우지 않는 이상 맞을 수 밖에 없음. 체감 프레임 상 길어봤자 5프레임 사이에 적의 공격이 타격되며, 웃긴것은 공격 준비 모션은 매우 길며 언제 시작할 지 예상조차 불",NEGATIVE,ANGER,"세키로 열화판, 불합리한 패링 구조",0.95,false,NEUTRAL,NEGATIVE,NONE,NEUTRAL,NEGATIVE,,"패링 어려움, 리턴 없음, 엇박",,,세키로 열화판,패링@technical|난이도@content|불합리@other
217493402,0,17.2,"구매할 때 잘 생각해 보시길 바랍니다. 16시간을 했습니다만 재밌는 보스는 로미오 단 하나 였습니다. 그 후로는 그냥저냥인 보스들이 저를 맞이해 주었고. 짜증나는 맵 디자인, 깜놀로 나를 빡치게하는 수 많은 몬스터 친구들, 빡치는 동선, 유통기한 지난 식빵마냥 딱딱한 전투 이 모든 것을 참으면서 이상한 동물 가면쓴 머저리 3명을 만나게 되었습니다. 결국 저는 터져버렸습니다. 게임을 빡종한 것이었습니다. 이 모든 것을 이해할 수 있는 아량이 큰 분들 혹은 아예 소울라이크 장르에 접해보지 않으신 분이라면 분명 재밌게 할 것 같습니다. 재미는 있습니다.",NEGATIVE,DISAPPOINTMENT,"로미오 빼고 별로, 맵 디자인 짜증",0.88,false,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,,"짜증나는 맵 디자인, 빡치는 동선",,,,보스@content|맵 디자인@content|빡침@other
